event_date,mkt_medium,unique_visitors,product_visitors,segment_visitors,rfqs,sales
2017-08-29,display,741,39,16,13,1
2017-07-08,partner,737,737,595,535,82
2018-03-19,display,733,5,1,5,0
2017-07-29,partner,732,732,572,531,115
2017-12-15,email,731,41,22,17,3
2017-10-28,cpc,730,440,344,331,80
2017-07-27,display,726,23,7,5,1
2017-09-02,partner,724,724,609,568,107
2017-08-01,display,724,30,9,6,1
2018-05-07,partner,723,679,595,559,112
2017-05-07,partner,722,722,593,528,84
2017-12-09,cpc,720,357,276,256,56
2018-03-20,display,718,7,4,5,0
2018-05-26,partner,718,670,571,511,92
2017-08-02,display,715,30,6,3,0
2017-09-04,display,715,29,7,11,2
2017-11-07,display,714,22,7,10,0
2017-11-07,email,714,59,38,57,24
2017-09-28,display,714,27,12,14,5
2017-05-09,display,711,22,7,4,0
2017-04-01,partner,711,711,571,534,92
2017-11-25,cpc,710,445,342,309,80
2017-05-20,partner,709,709,572,548,94
2017-11-25,partner,709,709,580,563,116
2017-04-14,partner,708,708,552,482,79
2017-08-21,display,706,33,15,12,1
2017-12-31,cpc,705,398,300,246,29
2017-12-22,cpc,702,386,283,272,73
2018-04-21,partner,702,660,563,532,86
2017-07-11,,699,125,149,454,122
2017-08-04,display,698,36,9,8,0
2017-03-11,partner,698,698,575,530,93
2017-08-22,email,698,95,52,56,21
2017-01-06,email,697,140,83,103,30
2017-08-30,display,696,42,19,20,4
2017-06-11,partner,694,694,572,506,96
2017-07-31,display,694,36,12,12,4
2017-01-23,,693,81,104,415,130
2017-05-13,partner,691,691,544,509,92
2017-05-14,partner,690,690,566,502,81
2017-09-11,display,689,34,14,16,3
2017-08-05,display,688,27,5,6,0
2018-05-27,partner,686,641,560,504,72
2017-12-02,cpc,685,395,300,259,52
2018-03-08,email,685,178,102,96,18
2017-10-02,display,684,16,8,7,0
2017-03-07,email,684,73,44,63,20
2017-12-02,partner,684,681,569,546,122
2018-01-17,email,683,114,65,72,20
2018-03-12,social,683,24,17,10,2
2017-05-06,partner,683,683,558,493,82
2017-07-02,partner,683,683,569,508,82
2017-09-05,display,683,45,21,22,4
2018-01-12,email,682,83,51,61,17
2017-06-25,partner,680,680,563,509,81
2017-04-23,partner,680,680,569,507,85
2017-08-06,display,679,33,6,4,0
2017-03-18,partner,679,679,566,511,72
2017-08-13,partner,677,677,544,493,86
2017-12-27,partner,677,670,579,564,120
2017-07-24,display,676,34,8,11,1
2017-04-22,partner,675,674,544,513,70
2017-08-12,display,672,27,7,7,1
2017-08-19,partner,672,672,575,522,100
2017-05-21,partner,671,671,507,447,57
2017-10-12,email,671,152,94,154,85
2018-01-02,,670,85,123,435,108
2018-03-12,email,670,190,119,129,53
2017-01-01,cpc,668,454,376,287,34
2017-09-01,display,666,33,11,10,2
2017-08-22,display,666,41,16,20,2
2017-01-29,email,665,90,45,40,11
2018-01-24,email,663,85,56,61,23
2018-02-04,social,655,6,2,2,1
2018-05-05,partner,653,603,512,457,80
2018-03-11,social,653,10,4,3,0
2017-08-20,display,653,28,10,11,1
2017-08-31,display,652,36,11,15,6
2017-12-22,partner,652,649,532,492,108
2017-07-28,display,648,23,3,6,1
2017-02-20,,647,83,109,440,127
2017-08-18,display,646,30,8,7,2
2017-03-26,partner,645,645,516,479,77
2017-12-17,cpc,643,442,350,282,42
2017-09-18,display,641,28,7,7,2
2017-06-03,partner,640,640,529,484,74
2017-04-29,partner,640,640,485,433,78
2017-08-26,partner,640,640,537,484,98
2017-08-12,partner,640,640,531,458,69
2017-09-29,display,639,14,2,3,0
2017-12-10,partner,637,634,538,484,99
2017-09-02,display,636,26,10,8,0
2017-11-29,email,634,92,56,69,26
2017-01-30,email,633,104,35,55,21
2017-02-22,email,630,51,26,41,25
2017-06-04,partner,629,629,535,497,72
2017-08-28,display,628,35,11,8,4
2018-03-28,display,627,10,3,2,0
2017-06-10,partner,626,626,502,457,77
2017-09-16,display,626,18,6,6,1
2018-01-01,partner,625,616,529,480,84
2018-04-12,email,624,73,47,55,18
2017-02-21,social,623,7,2,2,0
2017-01-11,,622,100,116,444,117
2018-01-23,,621,58,94,327,104
2018-04-27,email,619,140,92,83,29
2018-03-31,display,617,7,1,1,0
2017-08-31,,617,70,91,323,112
2017-09-14,display,617,15,6,9,2
2017-12-08,email,611,55,35,40,18
2018-02-20,,611,57,92,342,92
2018-02-03,social,611,13,5,5,0
2017-04-09,partner,609,609,484,445,79
2017-08-09,email,608,67,30,45,25
2017-08-27,display,608,24,8,8,2
2017-12-17,partner,608,605,506,458,80
2017-08-23,display,607,36,16,19,1
2018-02-08,email,605,106,67,88,32
2017-10-23,,604,63,83,404,133
2018-03-13,email,602,173,106,111,30
2017-04-10,,602,90,117,420,119
2017-03-25,partner,601,601,487,467,82
2017-09-04,,600,95,121,393,96
2017-07-01,partner,598,598,520,463,77
2017-12-30,partner,598,588,497,452,83
2018-03-27,display,596,3,0,0,0
2017-02-08,,596,102,129,378,95
2017-06-24,partner,596,596,493,448,87
2017-04-26,email,595,178,102,66,21
2017-08-09,display,595,41,13,13,1
2018-05-19,partner,590,542,456,436,83
2017-05-23,email,590,71,41,33,8
2018-03-30,display,589,6,0,0,0
2017-12-16,cpc,587,349,279,241,50
2018-03-21,display,585,9,5,6,3
2017-03-23,,585,53,79,317,79
2018-03-22,display,584,5,1,2,0
2017-07-25,display,583,24,8,7,1
2018-01-18,email,583,92,59,77,33
2017-04-16,partner,580,580,419,366,49
2017-05-11,,578,89,107,334,89
2018-05-23,email,577,98,65,87,36
2017-01-03,,577,101,118,495,140
2017-02-21,,576,87,117,413,88
2017-05-15,,576,84,128,448,126
2017-09-12,display,576,27,8,11,1
2017-08-08,display,573,28,14,14,2
2017-04-04,email,572,82,37,42,19
2018-03-09,email,571,120,75,93,43
2017-08-24,display,569,32,16,20,2
2017-03-27,,568,77,113,390,107
2017-09-13,display,568,22,8,9,4
2018-03-24,display,568,5,1,0,0
2017-06-05,,567,88,107,416,109
2017-08-11,,567,95,116,325,102
2017-08-25,display,566,21,6,5,2
2017-08-10,display,566,23,7,9,3
2017-08-30,,565,67,102,343,101
2017-12-09,partner,563,561,448,411,92
2017-01-24,,561,75,88,420,102
2017-03-20,,560,79,110,446,109
2017-08-11,display,558,16,4,3,0
2017-03-28,,557,66,110,360,100
2017-04-24,,556,82,111,442,116
2017-06-06,,555,82,106,389,117
2018-03-26,display,554,7,4,4,1
2017-08-29,,554,84,114,344,101
2017-09-19,display,554,22,11,11,2
2017-04-30,partner,553,553,407,352,55
2017-09-15,display,553,21,5,6,2
2017-10-02,email,553,222,142,152,36
2017-08-19,display,551,29,14,14,0
2017-02-27,,549,65,99,401,120
2018-03-15,email,548,170,107,102,32
2018-03-29,cpc,548,260,204,275,91
2017-02-20,email,548,72,32,43,16
2017-11-29,display,547,22,8,8,1
2017-07-30,email,545,97,60,53,18
2017-04-15,partner,545,545,384,343,71
2018-01-03,,544,70,96,356,106
2017-02-06,,544,84,117,443,112
2017-08-26,display,544,29,8,7,1
2017-11-25,display,543,23,3,4,2
2018-03-14,email,543,128,91,98,37
2017-09-05,,543,95,126,368,96
2017-08-23,,543,83,108,345,95
2017-04-18,,542,82,94,404,98
2017-03-22,,542,87,111,380,103
2018-02-23,email,540,77,53,60,26
2017-11-26,display,539,22,2,4,2
2017-06-22,,539,57,81,328,80
2017-03-13,,537,99,130,429,108
2018-03-23,display,536,7,1,2,1
2017-06-12,,536,86,110,389,103
2017-03-21,,536,70,87,363,98
2018-01-23,display,536,3,0,1,1
2017-07-24,,531,85,102,360,92
2018-03-29,display,530,4,0,0,0
2018-04-23,,530,36,79,355,95
2017-05-30,,529,63,99,389,116
2017-12-11,email,529,71,37,41,16
2017-03-29,,528,54,90,350,94
2017-07-26,email,527,59,32,49,23
2017-05-23,,524,62,90,341,85
2017-04-08,partner,524,524,427,404,78
2017-05-02,,524,78,114,420,116
2017-02-07,,523,87,101,391,95
2018-03-05,,522,57,99,363,116
2018-01-15,,522,64,93,383,111
2018-03-01,email,522,75,58,67,26
2017-12-16,partner,522,520,420,388,70
2017-12-12,email,521,46,30,33,11
2018-04-30,email,521,92,59,80,30
2018-02-19,,520,57,92,371,99
2017-03-21,email,520,113,66,72,22
2017-08-27,partner,518,518,429,394,64
2017-01-09,,517,83,111,477,116
2018-05-24,email,516,85,68,83,24
2017-02-28,,516,59,92,383,113
2017-08-15,,516,85,111,337,87
2017-03-14,,516,88,102,402,89
2017-02-22,,515,88,114,375,88
2018-03-25,display,515,4,2,2,0
2017-12-23,cpc,515,260,190,167,26
2017-01-30,,514,81,99,435,113
2017-01-04,,513,73,99,453,111
2017-12-02,display,513,21,5,5,0
2017-06-18,partner,512,512,432,403,79
2017-07-23,email,511,59,31,31,10
2017-02-08,email,511,92,37,54,25
2017-08-14,,510,87,94,357,97
2018-01-04,,509,62,94,335,88
2018-02-05,,509,62,111,390,84
2018-01-29,,508,55,92,358,93
2017-07-25,email,507,73,38,49,21
2018-04-03,,505,38,72,358,86
2017-10-04,email,505,160,112,123,36
2017-01-11,email,504,85,46,65,27
2017-10-11,,502,74,99,451,194
2017-06-13,,502,62,82,349,81
2018-03-12,,501,53,86,385,103
2017-06-27,,500,80,123,389,100
2017-11-10,email,499,65,34,40,13
2017-01-25,,498,74,90,362,103
2017-05-28,partner,498,498,412,351,62
2018-03-30,social,498,6,3,2,0
2017-10-03,email,497,184,117,126,35
2017-04-11,,497,60,92,373,101
2017-08-21,,495,66,109,369,115
2017-07-03,,495,64,98,412,110
2018-03-05,display,493,5,1,1,0
2018-02-05,social,492,16,12,6,0
2017-07-26,,492,78,112,371,93
2017-03-15,,492,75,108,413,107
2017-05-27,partner,491,491,405,371,63
2017-09-28,email,489,165,115,108,28
2017-02-13,,489,73,95,421,103
2018-01-09,display,487,18,3,4,0
2018-01-12,,487,43,61,264,81
2017-06-20,,486,78,99,378,94
2017-04-03,,486,53,85,394,127
2018-02-07,social,485,7,4,3,0
2018-03-23,,485,28,63,314,104
2017-11-30,email,485,82,45,52,23
2017-03-01,,482,66,91,352,88
2017-04-19,,482,58,79,368,105
2017-04-04,,482,66,88,377,100
2018-02-08,social,481,12,8,7,2
2018-02-01,social,481,5,2,0,0
2017-09-27,email,481,146,86,82,19
2018-05-14,,481,34,72,294,81
2017-06-26,,479,65,98,361,121
2018-05-06,partner,479,450,376,331,48
2017-05-16,,478,80,116,317,73
2017-03-24,,478,68,101,326,94
2017-01-05,,477,93,106,404,103
2017-01-17,social,477,6,3,1,0
2017-07-04,,476,78,101,364,106
2017-12-03,display,476,22,11,6,0
2018-01-25,email,476,76,50,69,23
2017-01-12,,476,99,114,423,102
2017-07-31,,474,79,93,372,106
2017-07-18,,474,74,93,368,79
2017-02-23,,474,78,111,365,97
2017-03-08,email,473,68,30,38,20
2017-07-10,,473,72,106,359,88
2017-01-16,,472,92,119,442,98
2017-02-02,,472,63,96,368,94
2018-02-09,email,471,98,70,78,28
2017-07-12,email,471,53,35,40,14
2017-07-13,,471,79,102,365,96
2017-03-08,,471,70,110,411,104
2017-02-14,,470,67,93,360,98
2017-06-29,email,470,60,25,30,17
2017-11-28,display,470,22,3,6,4
2017-04-25,,470,53,93,360,85
2017-09-25,,469,63,89,365,133
2017-05-03,,469,60,100,376,96
2017-06-19,,469,88,111,390,110
2017-09-06,display,468,21,14,9,3
2018-01-05,,468,54,82,318,103
2017-09-06,,467,78,95,339,90
2017-03-02,,467,82,109,367,98
2018-01-24,,467,44,71,299,84
2017-01-31,,466,83,127,416,108
2017-06-21,,466,74,93,346,94
2017-08-02,,465,79,163,344,98
2018-03-26,,465,40,66,331,83
2017-02-09,,464,73,99,351,78
2017-04-20,,464,63,87,346,86
2017-05-24,,464,59,87,312,92
2017-03-09,,463,72,92,365,93
2018-01-30,,463,50,79,284,76
2018-03-05,social,462,8,2,3,0
2017-09-22,,462,36,55,241,70
2017-07-12,,461,76,108,393,104
2018-02-14,social,461,8,5,4,0
2017-03-03,,461,62,87,357,118
2018-01-29,email,461,85,59,75,34
2017-08-01,,461,65,84,334,90
2017-05-10,,460,59,79,375,103
2017-03-06,,460,76,114,420,101
2018-05-29,,460,26,74,310,92
2018-02-12,email,460,110,82,102,38
2017-07-27,email,459,52,27,40,19
2017-03-30,,459,54,76,339,99
2017-01-06,,459,63,83,355,85
2018-04-16,,459,23,57,312,98
2018-02-06,social,458,10,5,2,0
2017-08-24,,457,68,87,287,72
2017-12-14,email,456,40,29,25,9
2017-09-11,,456,63,88,352,97
2017-05-17,,456,63,84,340,105
2018-01-22,,456,51,80,329,93
2018-01-27,display,455,8,3,1,0
2018-02-19,social,455,14,7,4,1
2018-02-26,social,455,6,2,4,0
2018-05-08,,454,35,67,307,88
2017-06-08,,454,66,86,311,81
2018-01-30,social,454,10,5,5,0
2017-02-15,,453,83,126,375,102
2017-08-07,,453,87,173,375,101
2017-10-16,,452,61,93,357,105
2017-07-25,,452,52,74,319,91
2017-03-16,,452,70,100,389,106
2017-06-01,,452,64,89,334,109
2018-03-27,social,451,10,4,3,0
2017-10-01,email,451,185,134,111,27
2017-03-10,,449,70,102,347,98
2017-02-16,,449,73,103,341,90
2017-04-26,,448,71,88,347,98
2017-01-18,,448,81,108,391,95
2017-01-26,,448,61,91,385,92
2018-04-30,,448,43,86,338,104
2018-02-26,,447,46,81,368,96
2017-04-05,,447,61,69,378,91
2017-04-27,,447,71,85,300,82
2017-10-02,,447,57,87,386,106
2017-09-07,email,447,98,52,65,27
2017-06-29,,446,66,87,327,88
2017-07-17,,446,80,95,375,109
2017-10-24,,446,47,88,322,101
2017-11-06,,446,50,70,354,105
2017-10-17,,444,51,78,335,106
2018-02-20,social,442,8,6,4,2
2018-01-24,display,441,7,1,1,0
2017-03-17,,441,59,88,330,104
2017-06-14,,441,69,92,321,87
2018-04-13,email,441,59,41,54,19
2018-01-29,social,441,7,4,1,0
2018-02-09,social,440,7,3,3,0
2017-05-08,,440,61,79,376,105
2017-01-17,,439,76,92,402,86
2017-06-17,partner,439,439,357,309,53
2017-07-27,,439,68,107,310,85
2017-09-01,,438,60,69,275,76
2017-10-30,,438,48,76,375,127
2018-05-23,,438,38,68,296,93
2018-01-16,,438,49,84,320,90
2017-06-07,,437,62,89,338,80
2017-06-28,,435,70,89,345,87
2017-06-23,,435,64,102,344,98
2017-08-17,display,435,20,7,11,6
2017-03-07,,434,61,86,384,107
2017-05-09,,434,61,94,376,93
2018-02-01,,434,57,82,324,94
2017-12-31,social,434,2,0,0,0
2018-03-01,social,434,11,6,4,2
2018-03-14,display,433,26,16,11,0
2017-04-06,,433,52,80,305,73
2017-08-03,,432,67,140,316,90
2018-01-29,display,431,8,2,2,0
2017-01-27,,431,58,79,311,90
2018-02-15,social,431,10,5,2,0
2017-11-30,display,429,20,5,5,1
2017-10-04,,429,45,77,323,89
2018-03-19,email,429,114,86,101,29
2018-02-11,email,429,84,63,64,8
2018-03-04,social,428,7,6,5,1
2017-04-21,,428,53,87,317,98
2017-04-12,,427,60,92,326,95
2017-01-10,,427,82,91,409,112
2018-02-27,,427,61,91,314,71
2017-05-04,,426,46,81,319,96
2018-03-31,social,426,1,1,0,0
2018-02-21,,425,35,63,307,90
2017-08-08,,425,73,141,369,117
2018-01-26,display,425,5,2,1,0
2018-02-13,,424,40,76,283,74
2017-12-31,partner,424,418,355,326,55
2017-10-09,,424,63,99,370,108
2018-03-22,email,424,55,44,70,28
2018-01-22,display,424,8,3,4,1
2018-02-06,,424,44,89,337,75
2017-01-30,social,423,26,17,15,4
2017-08-18,,423,65,71,263,82
2018-03-13,,423,49,89,331,87
2017-08-16,display,423,33,15,16,4
2018-04-04,,423,39,75,327,92
2017-09-20,email,423,113,66,65,22
2017-10-03,,422,50,85,347,92
2017-12-06,display,422,19,5,6,3
2018-03-19,,422,52,86,387,111
2017-07-19,,422,63,96,353,98
2017-09-07,display,421,20,7,6,1
2018-01-28,social,421,1,1,0,0
2017-07-28,,421,54,73,294,98
2018-03-29,social,421,6,2,1,0
2018-02-22,social,420,8,4,4,2
2017-08-02,email,420,71,40,47,13
2017-11-13,,420,55,79,361,119
2018-03-10,email,419,79,45,49,21
2018-02-10,social,419,7,3,2,0
2018-01-25,display,419,3,0,0,0
2017-08-16,,419,69,87,288,84
2018-03-16,email,419,117,66,80,20
2017-02-01,,418,61,92,365,103
2017-06-15,,418,62,77,320,90
2017-05-25,,418,57,68,291,83
2018-04-17,email,417,67,47,64,26
2017-11-22,,417,38,55,319,96
2017-01-12,email,417,76,52,71,30
2017-08-22,,417,73,101,319,90
2018-02-28,social,416,6,4,3,1
2017-11-13,email,416,64,41,47,19
2017-10-10,,415,55,90,329,108
2017-10-18,,415,42,78,310,88
2017-01-13,,415,61,78,337,79
2017-03-12,email,414,72,41,39,8
2018-02-12,,414,41,78,279,79
2017-02-09,email,414,91,37,58,25
2017-01-19,,413,74,85,352,74
2018-03-20,,413,44,75,425,165
2017-05-10,email,412,40,23,31,10
2017-11-20,,412,46,69,347,124
2018-02-27,social,412,7,4,3,0
2017-08-09,,411,66,126,342,93
2017-07-05,,411,68,81,339,94
2018-02-22,,411,48,71,276,94
2018-04-24,,410,56,84,309,80
2017-11-12,email,410,50,22,25,11
2018-01-28,email,410,79,56,55,10
2017-03-13,email,410,106,53,65,25
2018-01-31,,409,32,59,305,80
2018-03-15,,408,39,77,327,88
2018-03-06,,408,44,66,308,75
2017-12-01,display,408,21,7,5,0
2018-02-11,social,408,8,4,3,1
2018-03-11,email,406,100,67,70,16
2017-10-25,,406,47,72,335,92
2018-04-17,,406,30,58,269,76
2017-12-26,cpc,404,225,160,114,11
2017-07-05,email,404,72,34,46,24
2017-08-17,,403,61,84,292,94
2018-01-19,email,403,70,46,57,26
2018-01-13,display,403,19,6,5,1
2018-03-18,social,403,6,4,0,0
2018-03-15,display,403,24,9,6,1
2017-12-16,email,403,30,14,16,2
2017-12-13,email,402,36,21,25,7
2018-04-16,email,402,62,45,59,22
2018-01-25,,401,37,66,265,73
2017-05-12,,401,54,71,297,71
2018-01-31,email,400,63,45,62,26
2017-05-18,,400,59,78,328,89
2017-09-21,email,400,134,80,78,27
2018-02-14,,399,35,62,290,82
2017-10-31,,399,42,69,325,111
2018-01-25,social,399,12,4,2,0
2018-03-21,,399,46,72,444,201
2018-02-17,social,399,8,7,3,0
2018-03-07,,399,52,83,292,76
2017-06-09,,399,72,83,269,69
2017-07-06,,398,47,74,293,83
2017-11-08,email,398,53,31,53,20
2018-05-25,email,398,62,43,51,25
2017-12-04,display,397,18,5,7,2
2017-09-21,,397,47,73,282,72
2018-05-09,,397,41,64,296,72
2018-02-07,,397,48,69,305,77
2017-04-28,,397,48,66,320,105
2017-09-02,,396,52,63,118,31
2018-01-05,social,396,7,5,3,0
2017-10-26,,396,38,70,305,90
2018-03-06,social,396,11,6,4,0
2017-05-05,,396,50,79,336,106
2017-11-02,,395,39,67,329,98
2018-03-14,social,393,7,6,7,1
2018-02-28,,393,41,77,300,81
2017-07-02,social,392,13,5,2,1
2018-02-13,social,392,10,4,2,0
2017-02-03,,391,65,91,359,86
2018-05-31,,391,35,59,244,74
2017-09-26,,391,54,75,333,105
2017-11-27,display,390,19,6,8,2
2018-01-06,,390,54,62,112,29
2017-11-01,,389,45,64,330,88
2017-12-18,email,389,47,25,28,13
2017-05-22,,389,62,91,386,122
2018-03-03,,388,35,51,50,11
2018-03-28,social,387,3,1,0,0
2017-01-01,partner,387,387,321,281,34
2017-11-20,email,385,146,75,88,18
2018-02-08,,385,34,68,264,71
2018-02-18,social,385,8,5,4,0
2018-05-10,,384,39,72,276,57
2018-02-13,email,384,78,54,70,29
2018-05-24,,383,26,60,219,63
2017-06-16,,383,56,78,201,55
2017-03-31,,383,45,68,260,95
2017-11-27,,383,35,59,304,103
2017-10-05,,383,41,54,268,97
2017-09-18,,382,56,105,369,109
2018-02-10,email,382,78,56,58,13
2017-02-17,,381,44,66,300,95
2018-04-26,,380,36,68,265,71
2018-03-14,,380,44,88,320,67
2018-03-20,social,380,4,3,2,1
2018-02-01,email,380,71,53,71,31
2018-03-26,social,380,9,2,1,0
2017-10-05,email,380,123,82,83,21
2018-05-21,,380,40,82,301,87
2018-03-25,social,379,6,3,1,1
2018-03-01,,379,35,56,291,86
2018-02-15,,379,35,58,253,67
2017-02-10,,379,59,62,322,85
2017-06-02,,379,56,71,280,83
2017-11-07,,378,44,82,332,103
2017-06-30,,378,58,70,299,89
2017-12-05,display,378,17,9,9,2
2017-09-27,,378,41,73,294,82
2018-01-11,display,377,18,5,6,0
2017-07-21,,377,54,69,284,88
2017-09-19,,376,36,56,300,88
2017-09-07,,376,57,95,305,101
2017-03-11,,376,48,61,129,31
2018-03-07,social,375,13,9,4,1
2018-05-02,,375,40,84,302,81
2017-07-01,social,374,7,5,4,0
2018-01-17,,374,45,80,283,87
2017-05-19,,373,52,72,287,89
2017-12-10,display,372,11,4,2,0
2017-09-12,,372,42,76,300,100
2017-01-31,email,372,101,45,58,34
2017-12-07,display,371,11,5,4,0
2017-04-13,,371,49,83,290,109
2018-04-09,,371,16,49,426,152
2018-02-02,social,371,4,3,4,1
2018-01-11,,371,33,65,248,85
2017-12-09,display,370,14,1,1,0
2018-02-21,social,370,6,5,4,0
2018-05-01,,370,38,85,292,75
2017-07-14,,369,60,75,291,80
2017-05-31,,369,63,82,320,102
2017-11-14,,369,32,70,335,100
2017-03-17,email,369,84,46,51,18
2017-09-28,,369,47,80,314,95
2017-06-09,email,369,70,43,60,20
2018-03-22,,369,33,255,448,119
2017-10-12,,369,46,62,372,159
2017-01-20,,368,41,49,331,95
2018-05-30,,368,31,76,289,84
2018-02-02,,368,33,55,254,74
2018-04-05,,368,32,64,295,77
2018-02-17,display,368,3,2,1,0
2017-07-22,email,368,27,12,14,7
2017-07-24,email,368,57,36,48,19
2018-03-02,email,368,53,35,47,16
2018-01-10,display,367,15,1,2,1
2017-12-09,email,367,36,20,23,10
2018-01-26,email,367,52,30,54,19
2017-10-13,email,366,71,47,79,31
2018-02-18,display,366,4,0,0,0
2017-01-16,email,365,84,46,67,24
2017-09-08,display,365,18,7,9,4
2018-03-15,social,365,5,4,2,0
2017-12-23,partner,365,364,301,281,54
2017-11-16,,365,56,69,539,113
2017-11-15,,364,34,63,301,92
2017-09-20,,363,43,74,284,85
2017-10-27,,363,34,44,288,102
2018-02-15,display,363,11,2,0,0
2018-02-23,,363,25,55,256,66
2018-01-26,,363,36,59,226,73
2017-12-19,email,363,43,25,20,10
2017-07-07,,363,56,90,329,78
2017-04-05,email,362,58,31,44,23
2018-03-16,social,362,6,4,5,0
2018-01-26,social,361,12,5,3,0
2017-04-06,email,360,113,61,65,22
2018-01-08,,360,50,80,365,102
2018-05-22,,360,38,69,278,89
2017-08-04,,360,63,127,281,95
2018-03-03,social,359,13,8,6,0
2017-09-14,,359,38,74,263,80
2017-12-24,cpc,358,192,128,104,14
2018-01-30,email,358,73,52,57,26
2018-02-23,social,357,7,3,1,0
2018-05-03,,357,36,63,274,90
2017-02-23,email,357,61,30,45,20
2017-09-19,email,357,77,44,43,14
2017-07-06,email,356,52,38,42,16
2017-12-10,email,356,48,27,23,7
2017-09-13,,356,27,57,274,87
2018-03-19,social,356,6,4,5,1
2018-02-25,social,356,5,5,7,1
2018-03-13,social,356,10,9,9,2
2017-11-21,,355,45,63,298,100
2018-02-14,display,355,4,0,0,0
2017-02-24,,355,43,68,298,84
2017-11-09,,354,34,71,274,89
2018-03-21,social,354,7,4,2,1
2017-11-23,,354,35,56,272,97
2017-07-23,,354,48,70,72,8
2017-06-10,,353,55,64,114,24
2017-05-15,email,353,43,27,37,13
2018-03-28,,353,34,64,313,96
2018-04-11,,352,29,67,331,102
2018-03-27,,351,40,84,308,76
2017-07-20,,351,58,89,325,83
2018-02-23,display,351,3,1,1,1
2017-12-08,display,350,8,0,1,1
2017-04-22,,350,47,65,130,30
2017-10-19,,349,37,65,280,91
2018-05-01,email,349,87,63,75,28
2017-10-07,,349,24,34,85,27
2017-04-07,,348,49,75,304,97
2017-08-25,,347,52,69,264,72
2018-01-19,,347,36,57,280,88
2018-04-15,email,346,58,36,38,12
2017-08-10,email,346,52,32,35,17
2018-03-24,social,346,4,2,0,0
2018-02-16,social,345,10,5,1,0
2017-02-21,email,345,75,36,54,21
2018-04-25,,345,32,62,253,83
2018-02-19,display,344,6,1,0,0
2018-03-02,,344,35,66,222,64
2018-02-28,display,340,4,3,3,0
2018-03-22,social,338,5,1,0,0
2018-01-14,display,338,17,7,5,1
2018-01-28,display,338,4,2,1,0
2017-08-10,,338,47,72,284,111
2017-11-08,,338,40,73,319,105
2018-05-12,,337,19,28,71,26
2018-02-03,,337,32,41,85,23
2018-05-15,,337,45,72,266,77
2018-01-18,,337,39,69,285,68
2017-11-16,email,337,70,40,51,21
2018-02-09,,336,36,59,261,75
2018-01-06,display,336,18,9,7,0
2017-12-17,email,336,26,13,14,4
2018-03-09,social,335,9,6,5,1
2018-05-17,,334,28,61,257,74
2018-02-16,,334,33,57,264,78
2017-12-11,display,333,17,7,8,3
2018-03-17,social,332,5,2,1,0
2018-03-23,social,331,10,3,2,0
2018-04-19,,331,24,54,258,62
2017-10-13,,331,31,57,288,90
2018-03-10,social,330,3,2,2,2
2017-09-03,,329,62,74,69,12
2018-03-23,email,329,58,41,56,24
2017-10-16,email,329,81,35,47,34
2017-01-13,email,329,69,39,53,13
2017-07-04,social,328,7,1,1,0
2018-03-26,email,328,86,63,69,30
2018-06-01,,326,23,61,275,80
2018-05-02,email,326,66,47,60,19
2018-01-24,social,326,13,9,6,0
2017-09-18,email,326,73,36,48,21
2017-09-04,social,326,2,2,0,0
2018-03-27,email,325,74,53,74,27
2018-01-27,social,325,0,0,1,0
2018-05-11,,325,35,84,258,78
2017-05-26,,325,35,50,246,68
2017-08-23,email,324,65,28,29,18
2018-06-04,unpaid,324,28,18,17,1
2017-11-10,,323,31,65,256,91
2017-05-01,,323,66,85,113,24
2018-03-01,display,323,4,1,1,1
2017-11-28,,323,30,58,261,76
2018-02-13,display,323,5,0,0,0
2018-03-29,,323,26,53,261,80
2018-03-02,social,323,10,6,4,1
2018-05-16,,322,33,74,285,66
2017-05-06,,322,36,47,113,35
2017-10-20,,320,31,50,270,82
2017-01-18,social,320,12,8,7,1
2018-02-24,social,320,6,4,3,0
2018-02-15,email,319,71,43,58,17
2018-03-09,,319,24,54,247,67
2018-04-03,email,319,64,49,62,30
2017-04-25,social,319,9,5,5,1
2018-04-18,,319,24,52,236,65
2018-03-08,,319,30,63,257,79
2018-02-14,email,318,75,54,60,14
2018-02-06,display,318,0,0,0,0
2018-04-01,display,317,4,0,0,0
2018-03-03,display,315,6,2,2,0
2018-01-27,email,315,52,37,40,9
2017-02-19,,315,38,58,62,9
2017-07-10,social,314,16,8,3,1
2018-01-02,display,314,10,1,5,0
2018-01-31,display,314,5,1,0,0
2017-08-15,email,313,69,44,48,18
2018-05-09,email,313,64,42,54,25
2017-12-11,,313,30,56,268,83
2018-02-10,display,312,7,1,1,0
2017-05-29,,312,56,79,91,25
2017-03-04,,312,47,64,113,27
2018-04-06,,311,24,45,221,81
2017-01-07,,311,52,62,126,31
2017-06-27,social,311,10,6,4,0
2018-05-30,email,311,64,53,63,27
2017-11-29,,311,32,53,272,86
2017-11-04,,311,38,47,97,20
2017-02-26,email,311,87,55,41,12
2018-02-12,social,310,4,3,2,0
2017-11-03,,309,26,48,281,89
2017-02-27,email,309,98,39,52,28
2017-05-11,email,309,33,29,46,10
2018-03-18,email,308,68,48,45,17
2018-05-29,email,308,64,48,72,31
2017-12-20,social,308,13,1,0,0
2018-02-02,email,308,61,44,53,33
2018-05-25,social,308,7,5,4,0
2018-01-12,display,307,13,9,9,1
2018-04-20,,307,23,52,252,72
